anahtar,konusmaci,sapma,f0,tini,seviye,z_f0,z_tini,z_seviye
D3_N_END_31,SPK_NIHAT,0.8,156.9,1308.8,-21.8,0.3,1.0,0.2
D3_N_HOLO_TOLGA,SPK_NIHAT,0.8,134.5,1204.5,-22.2,0.8,0.4,0.1
D6B_G_SILENT,SPK_GIUST,0.8,223.8,2128.0,-23.3,0.8,0.2,0.0
D9_KADRI_OFFER_1,SPK_KADRI,0.8,320.0,1984.6,-21.9,0.3,0.2,1.4
D10H_K_ANSWER,SPK_EMPEROR,0.8,103.2,1334.8,-21.2,0.1,1.0,0.5
D10H_T_EXIT_1,SPK_TOLGA,0.8,124.0,1398.7,-22.7,0.8,0.4,0.8
D10H_T_FIX_1,SPK_TOLGA,0.8,124.0,1297.3,-21.7,0.8,0.3,0.1
D11_NK_01,SPK_NIKO,0.8,329.9,2271.6,-24.7,0.8,0.1,0.4
D12B_T_LIE,SPK_TOLGA,0.8,152.4,1478.0,-21.3,0.3,1.0,0.1
D12_F_ITEM_BOOK,SPK_FATIH,0.8,115.1,1035.7,-22.6,0.1,1.0,0.7
D4B_T_ECLIPSE_1,SPK_TOLGA,0.8,124.0,1313.8,-22.8,0.8,0.2,0.8
D6B_C_ALREADY,SPK_CLERK,0.8,146.1,2404.4,-22.4,0.7,1.0,0.8
D8_H_PAY,SPK_HIKMET,0.8,304.8,2071.1,-21.1,0.5,1.0,0.7
REACT_CALLIGRAPHER_POWERBANK,SPK_CALLIGRAPHER,0.8,95.2,858.4,-18.7,0.8,1.0,0.3
REACT_DERVISH_CUBE,SPK_DERVISH,0.8,97.6,1360.1,-20.0,0.8,0.7,0.9
REACT_MINER_PHONE,SPK_MINER,0.8,238.8,2509.3,-21.3,0.5,1.0,0.8
REACT_PAINTER_LIGHTER,SPK_PAINTER,0.8,102.9,1950.2,-25.1,0.8,0.5,0.5
D10B_U_TAPED,SPK_URBAN,0.8,326.5,2092.4,-22.2,0.3,0.4,1.3
D10G_T_D_2,SPK_TOLGA,0.8,160.0,1371.2,-19.5,0.6,0.2,1.3
D10Z_T_MENU_DONE,SPK_TOLGA,0.8,140.4,1200.3,-22.9,0.1,1.0,0.9
D13_H_BACK_3,SPK_HIKMET,0.8,313.7,2147.7,-18.0,0.0,0.6,1.3
D14_NN_2,SPK_NIHAT,0.8,135.0,1232.5,-21.6,0.8,0.0,0.4
D15_O_T2_1453,SPK_TOLGA,0.8,133.3,1438.3,-19.5,0.4,0.7,1.3
D7_HASAN_TRUTH_C,SPK_HASAN,0.8,268.9,1612.4,-23.9,0.3,1.0,0.7
MG_ARC_H_WIN,SPK_HASAN,0.8,250.0,1815.8,-23.6,0.8,0.0,0.5
MG_HAG_DOUBLE_DEAL,SPK_DOUBLE,0.8,254.0,1968.9,-16.8,0.1,0.0,1.3
REACT_AGA_COLOGNE,SPK_AGA,0.8,333.3,1798.9,-23.8,0.0,0.1,1.3
REACT_CANDARLI_THERMOS,SPK_CANDARLI,0.8,90.4,775.0,-16.6,0.6,1.0,0.8
REACT_PASHA_SELFIE,SPK_PASHA,0.8,118.5,937.0,-21.0,0.0,1.0,0.0
D10B_U_CAST_BAD,SPK_URBAN,0.8,304.8,2056.3,-21.4,0.8,0.1,0.8
D10B_U_FUSE_LIGHTER,SPK_URBAN,0.8,304.8,2084.0,-18.7,0.8,0.3,0.9
D10G_T_N_2,SPK_TOLGA,0.8,136.2,1201.7,-21.2,0.3,1.0,0.2
D10Z_K_TASTE_BURNT2,SPK_KADRI,0.8,313.7,2076.4,-22.1,0.0,0.4,1.3
D11_N_TIME_UP,SPK_NIHAT,0.8,164.3,1160.0,-22.2,0.1,1.0,0.0
D14_N_W2,SPK_NIHAT,0.8,135.6,1208.3,-24.0,0.8,0.3,1.2
D3_N_SHELLS,SPK_NIHAT,0.8,135.6,1165.5,-21.1,0.8,0.9,0.7
D3_N_TAPE,SPK_NIHAT,0.8,143.5,1160.5,-22.4,0.6,1.0,0.2
D4B_N_01,SPK_NIKO,0.8,326.5,2395.8,-23.4,0.7,1.0,1.3
D5_H_CALL_3,SPK_HIKMET,0.8,320.0,2426.0,-22.0,0.3,0.8,1.3
D7_GIUSTINIANI_AGAIN,SPK_GIUST,0.8,210.5,1877.2,-23.9,0.2,1.0,0.4
D7_GUARDS_AGAIN,SPK_HASAN,0.8,313.7,1881.6,-22.8,0.8,0.3,0.0
D7_HUSEYIN_TRUTH_Y,SPK_HUSEYIN,0.8,238.8,1325.9,-21.6,0.8,0.8,0.4
D7_N_KADRI_FEZ,SPK_NIHAT,0.8,147.1,1306.9,-23.9,0.5,1.0,1.2
D7_N_TEA_DONE,SPK_NIHAT,0.8,135.6,1231.9,-22.4,0.8,0.0,0.2
D9_G_1,SPK_HASAN,0.8,313.7,1748.4,-21.6,0.8,0.3,0.6
D9_T_URBAN_YES,SPK_TOLGA,0.8,147.5,1475.5,-21.7,0.1,1.0,0.1
MG_ARC_H_MISS_3,SPK_HASAN,0.8,313.7,1853.1,-20.6,0.8,0.2,1.2
REACT_CLERK_COLOGNE,SPK_CLERK,0.8,144.8,2098.0,-21.3,0.8,0.1,0.2
REACT_NIKO_REPLAY_4,SPK_NIKO,0.8,313.7,2254.0,-23.4,0.2,0.0,1.3
REACT_TAILOR_CHICKPEAS,SPK_TAILOR,0.8,266.7,1962.3,-18.7,0.3,0.2,1.3
D10L_D_SILENT,SPK_MINER,0.8,235.3,2284.5,-17.8,0.2,0.0,1.3
D10L_T_HEARD,SPK_TOLGA,0.8,152.4,1474.5,-20.5,0.3,1.0,0.7
D11_N_WALL_KEPT,SPK_NIHAT,0.8,149.5,1161.8,-21.6,0.5,1.0,0.4
D12_T_CUBE,SPK_TOLGA,0.8,148.1,1242.7,-23.5,0.2,0.7,1.3
D13_H_TUNE,SPK_HIKMET,0.8,320.0,2189.8,-18.1,0.3,0.4,1.3
D4A_T_DISHES,SPK_TOLGA,0.8,132.2,1474.5,-21.6,0.5,1.0,0.1
D4B_H_02,SPK_HIKMET,0.8,326.5,2449.8,-21.6,0.7,1.0,1.0
D4B_N_02,SPK_NIKO,0.8,320.0,2117.1,-24.1,0.4,1.0,0.8
D6A_S_LETTER_R1,SPK_SOLDIER,0.8,171.4,1586.5,-19.5,0.4,1.0,0.7
D6A_T_GOAT_MISS,SPK_TOLGA,0.8,136.2,1472.8,-21.5,0.3,1.0,0.0
D6_H_ANSWER,SPK_HIKMET,0.8,313.7,2078.4,-21.3,0.0,1.0,0.8
D7_KADRI_NO,SPK_KADRI,0.8,326.5,1863.8,-22.9,0.7,1.0,0.8
D8_H_RIDE_1,SPK_HIKMET,0.8,313.7,2208.7,-18.1,0.0,0.3,1.3
REACT_EMPEROR_PHONE,SPK_EMPEROR,0.8,107.4,1257.6,-23.1,0.8,0.6,0.3
REACT_FATIH_REPLAY_2,SPK_FATIH,0.8,109.6,947.1,-23.9,0.4,0.0,1.3
REACT_WINE_COLOGNE,SPK_WINE,0.8,222.2,1201.2,-21.7,0.8,0.1,0.3
D10G_D_1,SPK_DOUBLE,0.8,235.3,1956.4,-20.6,0.8,0.1,0.3
D10G_F_1,SPK_FISHMONGER,0.8,381.0,2380.5,-24.0,0.4,0.7,1.3
D10H_K_01,SPK_EMPEROR,0.8,101.3,1062.8,-19.0,0.1,0.5,1.3
D10Z_T_FIRE_4,SPK_TOLGA,0.8,152.4,1277.7,-19.6,0.3,0.4,1.3
D11_N_BOOM,SPK_NIHAT,0.8,139.1,1280.2,-20.2,0.7,0.6,1.3
D15_N_N3,SPK_NIHAT,0.8,136.2,1215.0,-23.4,0.8,0.2,0.8
D15_S_W5B,SPK_TOLGA,0.8,125.0,1470.1,-21.0,0.8,0.9,0.3
D15_S_W7,SPK_TOLGA,0.8,125.0,1243.9,-22.4,0.8,0.7,0.6
D4A_HA_BLUFF,SPK_HASAN,0.8,262.3,1642.9,-25.0,0.5,0.8,1.3
D5_H_CARD,SPK_HIKMET,0.8,326.5,2159.4,-18.1,0.7,0.6,1.3
D5_H_SPOT_TIN,SPK_HIKMET,0.8,307.7,2081.4,-19.1,0.3,1.0,0.6
D6B_C_ANY,SPK_CLERK,0.8,145.5,1872.3,-21.0,0.8,1.0,0.1
D7_N_SUNSET,SPK_NIHAT,0.8,148.2,1162.7,-22.4,0.5,1.0,0.2
D7_N_TRACE_TENT,SPK_NIHAT,0.8,144.1,1162.7,-22.3,0.6,1.0,0.1
ITEM_SELF_TAPE_2,SPK_TOLGA,0.8,125.0,1214.0,-21.0,0.8,0.9,0.3
MG_CAUL_T_DUEL_WIN,SPK_TOLGA,0.8,125.0,1380.4,-21.8,0.8,0.3,0.2
MG_HAG_T_LOSE,SPK_TOLGA,0.8,125.0,1355.4,-21.0,0.8,0.1,0.3
REACT_DOUBLE_SELFIE,SPK_DOUBLE,0.8,235.3,1980.4,-19.2,0.8,0.1,0.3
REACT_KID_BOOK,SPK_KID,0.8,262.3,1172.1,-21.8,0.3,1.0,0.6
D10A_TH_01,SPK_THEODOROS,0.8,99.7,1556.9,-21.0,0.0,0.4,1.3
D10B_U_CAST_COLD,SPK_URBAN,0.8,307.7,1929.2,-19.0,0.6,0.9,0.8
D13_H3_FAIL,SPK_HIKMET,0.8,307.7,2305.3,-18.1,0.3,0.2,1.3
D2_H_19,SPK_HIKMET,0.8,313.7,2083.5,-20.1,0.0,0.9,0.1
D5_H_CALL_1,SPK_HIKMET,0.8,301.9,2084.0,-18.8,0.6,0.9,0.8
D6B_C_CHICKPEAS,SPK_CLERK,0.8,168.4,2217.2,-19.2,0.8,0.3,0.9
D6_GIUST_NO_PERMIT,SPK_GIUST,0.8,213.3,2024.9,-25.2,0.0,0.3,1.3
D9_T_Y,SPK_TOLGA,0.8,128.0,1207.2,-23.1,0.7,0.9,1.1
D9_URBAN_OFFER_1,SPK_URBAN,0.8,333.3,2047.7,-22.1,0.7,0.0,1.3
D9_URBAN_TR1,SPK_URBAN,0.8,333.3,1997.1,-18.3,0.7,0.4,1.3
QUEST_CHICKPEAS_DONE,SPK_TOLGA,0.8,128.0,1318.5,-23.4,0.7,0.1,1.3
REACT_KADRI_TAPE,SPK_KADRI,0.8,307.7,2014.2,-26.6,0.3,0.0,1.3
REACT_MINER_LIGHTER,SPK_MINER,0.8,242.4,2366.6,-19.9,0.8,0.4,0.0
REACT_MINER_TAPE,SPK_MINER,0.8,242.4,2088.7,-21.3,0.8,0.8,0.8
D12_F_HIKMET_1,SPK_FATIH,0.8,124.0,1006.6,-20.4,0.8,0.7,0.3
D15_G_W5B,SPK_HIKMET,0.8,326.5,2147.8,-18.2,0.7,0.6,1.2
D1_H_KICK_WEAK,SPK_HIKMET,0.8,320.0,2085.2,-19.7,0.3,0.9,0.2
D2_T_01,SPK_TOLGA,0.8,140.4,1469.2,-22.1,0.1,0.9,0.4
D7_N_BUDGET,SPK_NIHAT,0.8,156.9,1302.6,-22.0,0.3,0.9,0.1
D7_THEO_FORM,SPK_THEODOROS,0.8,97.0,1947.6,-26.0,0.4,0.9,1.1
D9_KADRI_TR2,SPK_KADRI,0.8,301.9,1867.9,-22.3,0.6,0.9,1.1
MG_ARC_H_MISS_2,SPK_HASAN,0.8,252.0,1817.0,-23.8,0.8,0.0,0.6
MG_CAUL_K_OK,SPK_KADRI,0.8,326.5,2169.0,-25.8,0.7,0.9,0.8
QUEST_GALATA_DONE,SPK_TOLGA,0.8,125.5,1290.0,-22.8,0.8,0.4,0.8
REACT_PASHA_CUBE,SPK_PASHA,0.8,124.0,945.4,-19.4,0.5,0.9,0.5
D10B_T_RADIO_4,SPK_TOLGA,0.7,157.6,1443.1,-19.7,0.6,0.8,1.2
D10B_U_NAME_4,SPK_URBAN,0.7,307.7,1932.8,-18.8,0.6,0.9,0.9
D10H_T_CANT_SAY,SPK_TOLGA,0.7,132.2,1212.6,-21.2,0.5,0.9,0.2
D10H_T_FIX_2,SPK_TOLGA,0.7,162.4,1345.1,-22.0,0.7,0.0,0.3
D10Z_K_MAIN_NO,SPK_KADRI,0.7,320.0,1870.5,-24.9,0.3,0.9,0.3
D10Z_T_SWEET_MODERN,SPK_TOLGA,0.7,149.5,1286.5,-23.4,0.2,0.4,1.2
D11_T_BYZ,SPK_TOLGA,0.7,156.9,1467.4,-21.6,0.5,0.9,0.1
D12B_T_YEAR,SPK_TOLGA,0.7,145.5,1468.2,-20.5,0.1,0.9,0.7
D4A_T_AGAIN,SPK_TOLGA,0.7,147.5,1264.3,-19.6,0.1,0.5,1.2
D6B_N_PERMIT,SPK_NIKO,0.7,313.7,2211.2,-27.3,0.2,0.3,1.2
D9_P_GALATA,SPK_PASHA,0.7,127.0,946.4,-20.4,0.7,0.9,0.2
D9_T_KADRI_YES,SPK_TOLGA,0.7,162.4,1304.7,-21.7,0.7,0.2,0.1
D_CHICKEN_CATCH_2,SPK_TOLGA,0.7,162.4,1288.4,-22.1,0.7,0.4,0.4
ITEM_SELF_SELFIE,SPK_TOLGA,0.7,142.9,1211.3,-21.1,0.1,0.9,0.3
NPC_PAINTER_2,SPK_PAINTER,0.7,94.7,1967.4,-22.5,0.3,0.6,1.2
REACT_URBAN_COLOGNE,SPK_URBAN,0.7,307.7,2158.5,-21.9,0.6,0.9,1.2
REACT_WINE_CHICKPEAS,SPK_WINE,0.7,202.5,1338.4,-22.6,0.5,0.9,0.2
D10Z_K_YES_2,SPK_KADRI,0.7,307.7,1979.9,-26.5,0.3,0.2,1.2
D11_T_SURRENDER,SPK_TOLGA,0.7,149.5,1457.2,-23.3,0.2,0.9,1.2
D12B_K_01,SPK_EMPEROR,0.7,107.0,1070.0,-19.4,0.7,0.5,1.1
D2_H_09,SPK_HIKMET,0.7,313.7,2276.1,-21.9,0.0,0.1,1.2
D5_V_KNOCK,SPK_VAN,0.7,320.0,1795.2,-21.8,0.2,0.3,1.2
D6B_T_PERMIT,SPK_TOLGA,0.7,126.0,1429.1,-21.4,0.7,0.7,0.1
D9_KADRI_TR3,SPK_KADRI,0.7,320.0,2165.6,-24.9,0.3,0.9,0.3
D9_LUTFI_AGAIN,SPK_LUTFI,0.7,152.4,1255.3,-19.6,0.1,0.2,1.2
D9_LUTFI_OFFER_1,SPK_LUTFI,0.7,158.4,1344.4,-21.6,0.3,0.9,0.2
HIKMET_ITEM_POWERBANK,SPK_HIKMET,0.7,313.7,2438.3,-19.9,0.0,0.9,0.1
REACT_LUTFI_TAPE,SPK_LUTFI,0.7,148.1,1113.6,-21.6,0.1,0.9,0.2
D10H_T_K_2,SPK_TOLGA,0.7,132.8,1214.4,-21.2,0.5,0.9,0.2
D10L_D_DIG_3,SPK_MINER,0.7,228.6,2071.6,-21.8,0.2,0.9,1.1
D10O_A_ITEM_PHONE,SPK_AGA,0.7,347.8,1889.8,-23.6,0.7,0.7,1.2
D10O_A_Q3_KAVUK_TWIST,SPK_AGA,0.7,347.8,1902.9,-21.2,0.7,0.8,0.4
D13_T_TOG_2,SPK_TOLGA,0.7,135.0,1214.5,-20.3,0.4,0.9,0.8
D2_T_ARROW_3,SPK_TOLGA,0.7,131.1,1405.5,-19.7,0.5,0.5,1.2
D4A_HA_ARGUE_3,SPK_HASAN,0.7,310.7,1916.7,-21.5,0.7,0.5,0.7
D8_H_GOT_TAPE,SPK_HIKMET,0.7,320.0,2435.3,-19.8,0.3,0.9,0.2
REACT_AGA_CHICKPEAS,SPK_AGA,0.7,347.8,1817.3,-20.7,0.7,0.0,0.8
REACT_CANDARLI_CHICKPEAS,SPK_CANDARLI,0.7,80.6,1243.5,-21.2,0.7,0.0,0.3
REACT_LUTFI_BOOK,SPK_LUTFI,0.7,168.4,1294.8,-21.5,0.7,0.5,0.3
REACT_SOLDIER_COLOGNE,SPK_SOLDIER,0.7,187.1,1614.7,-16.0,0.2,0.9,0.6
REACT_WINE_LIGHTER,SPK_WINE,0.7,216.2,1092.1,-23.4,0.4,0.9,0.7
D10B_H_RADIO_3,SPK_HIKMET,0.7,313.7,2136.3,-18.3,0.0,0.7,1.2
D10G_W_R3,SPK_WINE,0.7,207.8,1097.2,-20.2,0.2,0.9,1.2
D10H_K_LETTER,SPK_EMPEROR,0.7,106.0,989.7,-21.2,0.6,0.9,0.5
D10O_CAMELEER_1,SPK_CAMELEER,0.7,355.6,2286.0,-24.4,0.6,0.5,1.2
D10Z_K_CRIT_1,SPK_KADRI,0.7,320.0,1949.1,-22.3,0.3,0.4,1.2
D4B_N_CELL,SPK_NIKO,0.7,290.9,2222.0,-25.5,0.7,0.2,0.0
D6B_T_PLAZA,SPK_TOLGA,0.7,126.5,1404.0,-21.3,0.7,0.5,0.1
D9_P_5,SPK_PASHA,0.7,110.3,1034.0,-24.3,0.7,0.3,1.2
REACT_FATIH_THERMOS,SPK_FATIH,0.7,123.6,917.5,-21.2,0.7,0.4,0.1
REACT_NIKO_BOOK,SPK_NIKO,0.7,290.9,2149.2,-26.0,0.7,0.8,0.4
REACT_SOLDIER_PHONE,SPK_SOLDIER,0.7,262.3,2161.9,-16.8,0.7,0.5,0.3
D10A_T_FORM_4,SPK_TOLGA,0.7,130.1,1429.4,-19.8,0.6,0.7,1.2
D10H_N_1,SPK_NIKO,0.7,301.9,2200.6,-27.2,0.3,0.4,1.2
D10O_A_Q1_OK2,SPK_AGA,0.7,326.5,1834.5,-23.6,0.3,0.2,1.2
D12_F_CONFESS,SPK_FATIH,0.7,118.1,877.4,-18.7,0.3,0.9,1.0
D12_N_01,SPK_NIHAT,0.7,197.6,1288.4,-22.5,0.7,0.7,0.3
D15_S_FIXED,SPK_TOLGA,0.7,130.6,1218.6,-23.2,0.6,0.9,1.1
D3_N_7C_3,SPK_NIHAT,0.7,139.2,1244.2,-23.3,0.7,0.1,0.8
D6B_C_THERMOS,SPK_CLERK,0.7,166.7,2369.3,-19.1,0.6,0.9,0.9
D7_HUSEYIN_TEA,SPK_HUSEYIN,0.7,242.4,1401.5,-23.5,0.7,0.4,0.9
D7_LUTFI_HELLO,SPK_LUTFI,0.7,136.8,1118.5,-21.5,0.5,0.9,0.3
MG_ARC_H_LOSE,SPK_HASAN,0.7,254.0,1645.7,-24.2,0.7,0.8,0.8
REACT_HIKMET_SELFIE,SPK_HIKMET,0.7,313.7,2352.2,-18.3,0.0,0.5,1.2
D10A_TH_03,SPK_THEODOROS,0.7,99.4,1436.0,-21.9,0.1,0.9,0.8
D10A_T_DONE,SPK_TOLGA,0.7,127.0,1293.7,-20.7,0.7,0.3,0.6
D10B_F_B2_2,SPK_FATIH,0.7,105.3,974.2,-21.8,0.7,0.3,0.3
D10B_U_CAST_GOOD,SPK_URBAN,0.7,333.3,2023.3,-19.5,0.7,0.2,0.4
D10G_W_R2,SPK_WINE,0.7,220.7,1304.8,-20.3,0.7,0.7,1.1
D10H_T_03,SPK_TOLGA,0.7,127.0,1236.0,-22.6,0.7,0.8,0.7
D10L_D_DIG_4,SPK_MINER,0.7,222.2,2212.9,-20.1,0.7,0.3,0.1
D10L_D_SUPPORT_NO,SPK_MINER,0.7,222.2,2197.3,-19.9,0.7,0.3,0.0
D10O_CAMELEER_2,SPK_CAMELEER,0.7,381.0,2362.7,-22.8,0.6,0.9,0.2
D12_F_SEAL,SPK_FATIH,0.7,105.3,1023.6,-20.9,0.7,0.9,0.0
D4A_ITEM_CUBE_3,SPK_HASAN,0.7,301.9,1668.8,-20.7,0.5,0.7,1.1
D6_URBAN_SELFIE,SPK_URBAN,0.7,333.3,2118.5,-19.7,0.7,0.6,0.3
D7_URBAN_AGAIN,SPK_URBAN,0.7,333.3,2066.1,-20.3,0.7,0.2,0.1
D8_C_TAPE,SPK_CEMIL,0.7,266.7,1456.2,-21.0,0.6,0.9,0.4
D9_KADRI_NO,SPK_KADRI,0.7,313.7,2156.6,-25.2,0.0,0.9,0.5
D9_T_B,SPK_TOLGA,0.7,160.0,1357.0,-23.2,0.6,0.1,1.1
D9_URBAN_OFFER_2,SPK_URBAN,0.7,320.0,2151.6,-20.4,0.0,0.9,0.2
REACT_GIUST_CHICKPEAS,SPK_GIUST,0.7,222.2,2172.7,-23.3,0.7,0.4,0.0
REACT_KID_CUBE,SPK_KID,0.7,271.2,1351.8,-18.2,0.0,0.9,0.9
REACT_URBAN_CHICKPEAS,SPK_URBAN,0.7,333.3,2113.1,-21.5,0.7,0.6,0.9
D10L_H_RADIO,SPK_HIKMET,0.7,326.5,2126.4,-19.3,0.7,0.7,0.5
D10Z_H_RADIO,SPK_HIKMET,0.7,326.5,2201.8,-21.0,0.7,0.3,0.6
D11_H_01,SPK_HIKMET,0.7,326.5,2157.1,-19.6,0.7,0.6,0.3
D11_H_03,SPK_HIKMET,0.7,326.5,2336.0,-19.7,0.7,0.4,0.2
D11_M_ILLUM,SPK_MUFIDE,0.7,262.3,1302.2,-21.0,0.7,0.6,0.6
D12_T_KEY_E,SPK_TOLGA,0.7,131.1,1222.1,-21.6,0.5,0.8,0.0
D13_H_TOG_3,SPK_HIKMET,0.7,313.7,2426.4,-21.6,0.0,0.8,1.0
D13_H_TUNE_DEPOT,SPK_HIKMET,0.7,326.5,2195.7,-19.7,0.7,0.4,0.2
D14_N_03,SPK_NIHAT,0.7,155.3,1236.3,-20.4,0.3,0.0,1.1
D15_G_H2,SPK_HIKMET,0.7,326.5,2175.9,-19.0,0.7,0.5,0.7
D15_G_W13,SPK_HIKMET,0.7,326.5,2314.9,-19.5,0.7,0.3,0.4
D15_G_W5,SPK_HIKMET,0.7,320.0,2376.0,-21.8,0.3,0.6,1.1
D15_G_W6,SPK_HIKMET,0.7,326.5,2243.2,-20.6,0.7,0.1,0.4
D2_H_WARRANTY,SPK_HIKMET,0.7,326.5,2233.8,-19.2,0.7,0.2,0.6
D3_H_TEA_3,SPK_HIKMET,0.7,326.5,2420.8,-20.3,0.7,0.8,0.2
D3_N_DOOR,SPK_NIHAT,0.7,181.8,1205.4,-20.4,0.3,0.4,1.1
D3_N_FREEZE,SPK_NIHAT,0.7,162.5,1170.3,-21.1,0.1,0.8,0.7
D4A_H_02,SPK_HIKMET,0.7,326.5,2316.3,-20.8,0.7,0.3,0.5
D5_H_CONF_RED,SPK_HIKMET,0.7,326.5,2253.8,-19.9,0.7,0.1,0.1
D5_H_SPOT_SLIPPER,SPK_HIKMET,0.7,326.5,2387.1,-20.4,0.7,0.6,0.2
D6A_C_TAKEN,SPK_CANDARLI,0.7,164.9,961.2,-19.4,0.7,0.6,0.1
D6B_T_AFTER_LETTER,SPK_TOLGA,0.7,160.8,1277.4,-23.2,0.7,0.5,1.1
D6_KADRI_BOOK,SPK_KADRI,0.7,326.5,2129.1,-24.3,0.7,0.7,0.0
D6_KADRI_CUBE,SPK_KADRI,0.7,326.5,2097.3,-24.3,0.7,0.5,0.0
D6_KADRI_FEZ_OFF,SPK_KADRI,0.7,326.5,1929.2,-23.9,0.7,0.6,0.3
D6_KADRI_HELLO,SPK_KADRI,0.7,326.5,2102.4,-23.4,0.7,0.5,0.6
D7_N_THEO_CHAT,SPK_NIHAT,0.7,188.2,1296.6,-22.9,0.5,0.8,0.5
D7_URBAN_DJINN,SPK_URBAN,0.7,320.0,2041.9,-21.9,0.0,0.0,1.1
D8_H_CALL_3,SPK_HIKMET,0.7,326.5,2145.5,-21.0,0.7,0.6,0.6
D8_H_GOT_LAMINATOR,SPK_HIKMET,0.7,326.5,2335.2,-19.1,0.7,0.4,0.6
D8_H_LIST,SPK_HIKMET,0.7,326.5,2216.0,-19.6,0.7,0.2,0.3
D9_H_8_1,SPK_HIKMET,0.7,326.5,2393.8,-20.8,0.7,0.7,0.5
D9_H_8_2,SPK_HIKMET,0.7,326.5,2270.2,-20.3,0.7,0.0,0.1
D9_KADRI_TR1,SPK_KADRI,0.7,326.5,1890.2,-23.8,0.7,0.8,0.3
D9_KADRI_YES,SPK_KADRI,0.7,326.5,1961.4,-23.6,0.7,0.4,0.4
MG_CAUL_K_PICK,SPK_KADRI,0.7,326.5,2026.6,-23.9,0.7,0.1,0.2
MG_CAUL_K_START_2,SPK_KADRI,0.7,326.5,1951.5,-23.2,0.7,0.4,0.6
REACT_CALLIGRAPHER_PHONE,SPK_CALLIGRAPHER,0.7,90.9,893.7,-17.7,0.3,0.8,1.0
REACT_CANDARLI_POWERBANK,SPK_CANDARLI,0.7,142.1,850.8,-18.2,0.3,0.8,0.4
REACT_CANDARLI_SELFIE,SPK_CANDARLI,0.7,106.0,849.0,-15.8,0.3,0.8,1.0
REACT_EMPEROR_POWERBANK,SPK_EMPEROR,0.7,106.7,1229.5,-23.0,0.7,0.4,0.2
REACT_HIKMET_CHICKPEAS,SPK_HIKMET,0.7,326.5,2399.1,-19.8,0.7,0.7,0.2
REACT_HIKMET_COLOGNE,SPK_HIKMET,0.7,326.5,2359.1,-19.5,0.7,0.5,0.4
REACT_KADRI_REPLAY_5,SPK_KADRI,0.7,326.5,2046.4,-24.4,0.7,0.2,0.0
REACT_KADRI_SELFIE,SPK_KADRI,0.7,326.5,2136.7,-26.1,0.7,0.7,1.0
D10B_U_CAST_OK2,SPK_URBAN,0.7,316.9,1952.0,-21.8,0.2,0.8,1.1
D10G_C_VENICE,SPK_CAPTAIN,0.7,285.7,1947.9,-20.0,0.7,0.6,0.7
D10G_T_02,SPK_TOLGA,0.7,128.0,1342.2,-23.2,0.7,0.0,1.1
D10G_T_W_2,SPK_TOLGA,0.7,127.6,1252.8,-22.8,0.7,0.6,0.9
D10O_A_Q2_OK,SPK_AGA,0.7,320.0,1756.0,-22.5,0.7,0.5,0.5
D10O_A_Q2_OK2,SPK_AGA,0.7,320.0,1906.9,-22.1,0.7,0.8,0.1
D10O_G_LIFT2,SPK_HUSEYIN,0.7,266.7,1608.6,-22.8,0.1,0.8,0.4
D11_NK_03,SPK_NIKO,0.7,326.5,2310.6,-25.3,0.7,0.4,0.1
D12B_K_LIE,SPK_EMPEROR,0.7,106.7,1111.9,-23.1,0.7,0.2,0.2
D14_N_W4,SPK_NIHAT,0.7,196.3,1203.3,-22.4,0.7,0.4,0.2
D3_N_DOOR_2026,SPK_NIHAT,0.7,155.3,1225.6,-23.8,0.3,0.1,1.1
D4B_N_01_NOFEZ,SPK_NIKO,0.7,326.5,2289.1,-24.7,0.7,0.2,0.5
D6B_N_BYE,SPK_NIKO,0.7,326.5,2184.8,-24.0,0.7,0.5,0.9
D7_S_LETTER,SPK_SOLDIER,0.7,148.8,1701.7,-20.2,0.7,0.7,0.9
D8_H_GOT_CUTTER,SPK_HIKMET,0.7,313.7,2221.0,-21.7,0.0,0.2,1.1
MG_CAUL_K_START_3,SPK_KADRI,0.7,313.7,2059.8,-26.4,0.0,0.2,1.1
MG_HAG_DOUBLE_WIN,SPK_DOUBLE,0.7,266.7,2020.6,-19.3,0.7,0.4,0.3
REACT_AGA_BOOK,SPK_AGA,0.7,320.0,1855.2,-22.1,0.7,0.4,0.2
REACT_CANDARLI_COLOGNE,SPK_CANDARLI,0.7,83.3,1298.4,-19.7,0.7,0.1,0.1
REACT_EMPEROR_REPLAY_4,SPK_EMPEROR,0.7,106.7,1075.6,-21.0,0.7,0.4,0.6
REACT_NIKO_CHICKPEAS,SPK_NIKO,0.7,326.5,2322.3,-24.4,0.7,0.5,0.7
REACT_NIKO_REPLAY_5,SPK_NIKO,0.7,326.5,2352.1,-25.3,0.7,0.7,0.1
REACT_THEODOROS_TAPE,SPK_THEODOROS,0.7,94.7,1468.4,-22.7,0.7,0.7,0.5
D10B_F_01,SPK_FATIH,0.7,108.1,881.0,-21.1,0.5,0.8,0.1
D10Z_K_MAIN_OK_1,SPK_KADRI,0.7,313.7,2020.7,-22.4,0.0,0.0,1.1
D1_H_YEAR_1977,SPK_HIKMET,0.7,313.8,2108.7,-20.7,0.0,0.8,0.5
D4B_NIKO_TAPE,SPK_NIKO,0.7,313.7,2371.2,-26.3,0.2,0.8,0.6
