anahtar,bolum,konusmaci,ton,ton_elle,tr,en,kaynak
REACT_CLERK_SELFIE,,SPK_CLERK,,0,[Yunanca] Portre başvurusu saray ressamına yapılır. Form yedi. Bekleme süresi: bir saltanat.,[Greek] Portrait requests go to the court painter. Form seven. Waiting time: one reign.,eşya
REACT_CLERK_TAPE,,SPK_CLERK,,0,"[Yunanca] Mühür yerine bant mı? Bu... bu çok pratik. Hayır. Hayır, yasak. Ama pratik.","[Greek] Tape instead of a seal? That's... very practical. No. No, forbidden. But practical.",eşya
REACT_CLERK_THERMOS,,SPK_CLERK,,0,[Yunanca] Sıcak içecek mi? Öğle arası üç saat sonra. Kuşatma olsa bile.,[Greek] A hot drink? Lunch break is in three hours. Siege or no siege.,eşya
REACT_DERVISH_BOOK,,SPK_DERVISH,,0,Kitap geçmişi anlatıyor ama sen buradasın. Demek ki kitap da dönüyor.,"The book tells of the past, yet here you are. So the book is spinning too.",eşya
REACT_DERVISH_CHICKPEAS,,SPK_DERVISH,,0,"Leblebi yuvarlak. Dünya yuvarlak. Ağzım yuvarlak. (Yer) Hepsi döndü, dolaştı, buldu.",Chickpeas are round. The world is round. My mouth is round. (Eats) Everything came full circle.,eşya
REACT_DERVISH_COLOGNE,,SPK_DERVISH,,0,Limon kokusu başımı döndürdü. Zaten dönüyordu. Şimdi iki kat.,The lemon scent made my head spin. It was spinning already. Now twice.,eşya
REACT_DERVISH_CUBE,,SPK_DERVISH,,0,"(Küpü bir kez çevirir, küp çözülür) Ben bir şey yapmadım. O da dönmek istiyormuş.",(Turns the cube once; it solves itself) I did nothing. It simply wished to turn.,eşya
REACT_DERVISH_LIGHTER,,SPK_DERVISH,,0,Küçük bir alev. Pervane dönsün diye mi getirdin? Pervane ben olayım.,A little flame. Did you bring it for the moth to circle? Let me be the moth.,eşya
REACT_DERVISH_PHONE,,SPK_DERVISH,,0,(Dönerken bakar) İçinde bir dünya var ve o da dönüyor. Güzel. Herkes dönüyor.,"(Glancing mid-whirl) There's a world inside, and it's spinning too. Good. Everyone's spinning.",eşya
REACT_DERVISH_POWERBANK,,SPK_DERVISH,,0,"Kutunun içinde güç var ama dönmüyor. Dönmeyen güç, uyuyan güçtür.","There's power in this box, but it doesn't turn. Power that doesn't turn is power asleep.",eşya
REACT_DERVISH_SELFIE,,SPK_DERVISH,,0,Kendini uzaktan görmek... Bizim yolda buna nefsini seyretmek derler. Senin elinde sadece bir çubuk var.,"Seeing yourself from afar... On our path, that's called watching the self. You only have a stick.",eşya
REACT_DERVISH_TAPE,,SPK_DERVISH,[shouting],0,(Bant rulosu kendi etrafında döner) Bak! O da dönüyor! Kardeşim.,(The tape roll spins) Look! It turns too! My brother.,eşya
REACT_DERVISH_THERMOS,,SPK_DERVISH,,0,Çay... Dönerken içilmez. Durmam lazım. (Durmaz) Sonra içerim.,Tea... You can't drink while whirling. I must stop. (Doesn't) Later.,eşya
REACT_DOUBLE_BOOK,,SPK_DOUBLE,,0,"Kim kazanıyor, yazıyor mu? ...Söyleme! Söylersen tarafsız kalamam. Fiyatlar değişir.","Does it say who wins? ...Don't tell me! If you do, I can't stay neutral. Prices would change.",eşya
REACT_DOUBLE_CHICKPEAS,,SPK_DOUBLE,,0,"Leblebi. Hafif, dayanıklı, iki ordu da seviyor. Senden alırım, ikisine satarım. Ortaklık?","Chickpeas. Light, durable, both armies love them. I buy from you, sell to both. Partnership?",eşya
REACT_DOUBLE_COLOGNE,,SPK_DOUBLE,,0,(Koklar) Limon! Kuşatmada koku satılmaz sanıyordum. Yanılmışım. Kaç şişe?,(Sniffs) Lemon! I didn't think scent would sell in a siege. I was wrong. How many bottles?,eşya
REACT_DOUBLE_CUBE,,SPK_DOUBLE,,0,"Bir yüzü Osmanlı rengi, bir yüzü Bizans. Ortada ben. Karışık ama kârlı.","One face in Ottoman colours, one in Byzantine. Me in the middle. Messy, but profitable.",eşya
REACT_DOUBLE_LIGHTER,,SPK_DOUBLE,,0,Tek vuruşta ateş mi? Topçulara satarım. İki tarafın topçularına. Aynı fiyat.,Fire in one flick? I'll sell it to the gunners. Both sides' gunners. Same price.,eşya
REACT_DOUBLE_PHONE,,SPK_DOUBLE,,0,"Işıklı taş! Kaç tane var? Birini Osmanlı'ya, birini Bizans'a satarız. Tarafsız ticaret.","A glowing stone! How many have you got? One for the Ottomans, one for Byzantium. Neutral trade.",eşya
REACT_DOUBLE_POWERBANK,,SPK_DOUBLE,,0,"Ağır bir kutu, içinde enerji var diyorsun. Barut gibi mi? Barut satarım. İki tarafa da.","A heavy box full of energy, you say. Like gunpowder? I sell gunpowder. To both sides.",eşya
REACT_DOUBLE_SELFIE,,SPK_DOUBLE,,0,"Resmimi yapıyorsun. Bir tane daha yap, öbür tarafa göndereyim. Her iki tarafta da tanınmam lazım.","You're painting me. Do another, I'll send it to the other side. I need to be known on both sides.",eşya
REACT_DOUBLE_TAPE,,SPK_DOUBLE,,0,"Bununla her şey birbirine yapışıyor mu? İki tarafı birbirine yapıştır, savaş biter. Sonra ben ne satarım?",This sticks anything together? Stick both sides together and the war ends. Then what do I sell?,eşya
REACT_DOUBLE_THERMOS,,SPK_DOUBLE,,0,Sıcak çay. Surda nöbet tutana da çadırda bekleyene de lazım. İki termos alırım. Biri sana değil.,"Hot tea. The man on the wall needs it, so does the man in the tent. I'll take two thermoses. Neither is for you.",eşya
REACT_EMPEROR_BOOK,,SPK_EMPEROR,,0,"Kitabı kapatır ve tek kelime etmeden geri verir. Tolga: ""...Özür dilerim.""","He closes the book and hands it back without a word. Tolga: ""...I'm sorry.""",eşya
REACT_EMPEROR_CHICKPEAS,,SPK_EMPEROR,,0,"[Yunanca] ""Askerlerime götürebilir miyim? ...Teşekkür ederim.""","[Greek] ""May I take these to my soldiers? ...Thank you.""",eşya
REACT_EMPEROR_COLOGNE,,SPK_EMPEROR,,0,"Konstantinos elini uzatmaz. Niko elini uzatır: ""İmparator elini vermez. Ben veririm.""","The Emperor does not offer his hands. Niko offers his: ""The Emperor doesn't do hands. I do.""",eşya
REACT_EMPEROR_CUBE,,SPK_EMPEROR,,0,"[Yunanca] ""Şu an bulmacaya ihtiyacım yok.""","[Greek] ""I have enough puzzles at present.""",eşya
REACT_EMPEROR_LIGHTER,,SPK_EMPEROR,,0,"[Yunanca] ""Küçük bir ateş. Bu şehir yeterince ateş gördü, yabancı.""","[Greek] ""A small fire. This city has seen enough fire, stranger.""",eşya
REACT_EMPEROR_PHONE,,SPK_EMPEROR,,0,"[Yunanca] (Uzun uzun bakar) ""Işık, ama ateş değil. Demek dünya değişecek. İyiye mi?""","[Greek] (A long look) ""Light, but not fire. So the world will change. For the better?""",eşya
REACT_EMPEROR_POWERBANK,,SPK_EMPEROR,,0,"[Yunanca] ""Ağır bir taş. Taşımız eksik değil, yabancı. Surlarımız taştan.""","[Greek] ""A heavy stone. We have no shortage of stone, stranger. Our walls are made of it.""",eşya
REACT_EMPEROR_REPLAY_1,,SPK_EMPEROR,,0,[Yunanca] Garip. Bu anı daha önce yaşamışım gibi. Tanrı bazen aynı sahneyi iki kez gösterir.,[Greek] Strange. As if I've lived this moment before. God sometimes shows the same scene twice.,eşya
REACT_EMPEROR_REPLAY_2,,SPK_EMPEROR,,0,"[Yunanca] Yine geldin, yabancı. Her seferinde biraz daha az yabancısın.","[Greek] You came again, stranger. Each time you're a little less of a stranger.",eşya
REACT_EMPEROR_REPLAY_3,,SPK_EMPEROR,,0,"[Yunanca] Bu şehrin sonunu biliyorsun, değil mi? Söyleme. Gözlerin söylüyor.","[Greek] You know how this city ends, don't you? Don't say it. Your eyes do.",eşya
REACT_EMPEROR_REPLAY_4,,SPK_EMPEROR,,0,"[Yunanca] Aynı eşya, aynı akşam. Belki de bazı akşamlar tekrarlanmayı hak eder.","[Greek] The same object, the same evening. Perhaps some evenings deserve to be repeated.",eşya
REACT_EMPEROR_REPLAY_5,,SPK_EMPEROR,,0,[Yunanca] Bir dahaki sefere mangala oynayalım. Onu da daha önce oynadık mı?,"[Greek] Next time, let's play mangala. Or have we played that before too?",eşya
REACT_EMPEROR_SELFIE,,SPK_EMPEROR,,0,"[Yunanca] ""Bir imparatorun hatırası mı? Sende kalsın. Birinin hatırlaması iyi.""","[Greek] ""A keepsake of an emperor? Keep it. It is good that someone remembers.""",eşya
REACT_EMPEROR_TAPE,,SPK_EMPEROR,,0,"[Yunanca] ""Surlarımızı bin yıldır taşla onarırız. Bu, bin yıl dayanır mı?"" Tolga: ""...Garantisi iki yıl.""","[Greek] ""We have mended our walls with stone for a thousand years. Will this last a thousand?"" Tolga: ""...It's got a two-year warranty.""",eşya
REACT_EMPEROR_THERMOS,,SPK_EMPEROR,,0,"[Yunanca] (Kabul eder, bir yudum alır) ""Sıcak. Uzun zamandır sıcak bir şey içmemiştim. Sağ ol.""","[Greek] (Accepts, takes a sip) ""Warm. It has been some time since I drank anything warm. Thank you.""",eşya
REACT_FATIH_BOOK,,SPK_FATIH,,0,"(Sayfaları çevirir) ""Burnumu büyük çizmişler. ...Bütün bir hayatı iki satıra sığdırmışlar.""","(Turning pages) ""They've made my nose rather large. ...And fit an entire life into two lines.""",eşya
REACT_FATIH_CHICKPEAS,,SPK_FATIH,,0,"""Kavrulmuş nohut. Askerin taşıması kolay, bozulmaz. Bunu kim düşündü?""","""Roasted chickpeas. Light for a soldier to carry, and they keep. Whose idea was this?""",eşya
REACT_FATIH_COLOGNE,,SPK_FATIH,,0,"Elini uzatır. ""Limon. Güzel bir âdet. Sizin zamanınızda herkes bunu mu yapıyor?"" Tolga: ""Bayramlarda.""","Holds out his hands. ""Lemon. A pleasant custom. Is this done by everyone in your time?"" Tolga: ""On holidays.""",eşya
REACT_FATIH_CUBE,,SPK_FATIH,[hesitant],0,"(Kırk saniye) ""Altı yüz, dokuz parça, bir kural. ...İşte."" Tolga: ""Ben bununla otuz yıldır..."" Fatih: ""Otuz yıl mı?""","(Forty seconds) ""Six faces, nine pieces, one rule. ...There."" Tolga: ""I've been at that for thirty years..."" Mehmed: ""Thirty years?""",eşya
REACT_FATIH_LIGHTER,,SPK_FATIH,,0,"""Çakmaktaşıyla demir, küçültülmüş. Güzel. Ama savaşları çakmak kazanmaz.""","""Flint and steel, made small. Clever. But wars aren't won with lighters.""",eşya
REACT_FATIH_PHONE,,SPK_FATIH,,0,"""Işık saçan bir levha, hesap yapıyor. Nasıl çalıştığını anlat. ...Anlatamıyor musun? Taşıdığın şeyi bilmiyorsun.""","""A glowing tablet that calculates. Explain how it works. ...You can't? You carry a thing you don't understand.""",eşya
REACT_FATIH_POWERBANK,,SPK_FATIH,,0,"""Taş gibi ama taş değil. İçinde ne var?"" Tolga: ""Elektrik."" Fatih (not alır): ""Elektrik.""","""Like a stone, yet not a stone. What's inside?"" Tolga: ""Electricity."" Mehmed (noting it down): ""Electricity.""",eşya
REACT_FATIH_REPLAY_1,,SPK_FATIH,,0,"Bu eşyayı daha önce görmüş gibiyim. Rüyamda mı? Hayır. Sende bir tuhaflık var, Tolga.","I feel I've seen this before. In a dream? No. There's something odd about you, Tolga.",eşya
REACT_FATIH_REPLAY_2,,SPK_FATIH,,0,"Bu sefer ne göstereceksin? Dur, tahmin edeyim... Evet. Biliyordum.","What will you show me this time? Wait, let me guess... Yes. I knew it.",eşya
REACT_FATIH_REPLAY_3,,SPK_FATIH,,0,"Zaman bir nehirse, sen onda yüzen tek adamsın. Ve hep aynı yerden çıkıyorsun.","If time is a river, you're the only man swimming in it. And you keep coming up in the same place.",eşya
REACT_FATIH_REPLAY_4,,SPK_FATIH,,0,Sana bir şey söyleyeyim: bu konuşmayı daha önce yaptık. Sen hatırlamıyorsun ama ben hissediyorum.,"Let me tell you something: we've had this conversation. You don't remember, but I can feel it.",eşya
REACT_FATIH_REPLAY_5,,SPK_FATIH,,0,Yine mi? Bir padişahı iki kez şaşırtamazsın. ...Ama deneyişin hoşuma gidiyor.,Again? You can't surprise a sultan twice. ...But I like that you're trying.,eşya
REACT_FATIH_SELFIE,,SPK_FATIH,,0,"Tolga: ""Hatıra fotoğrafı?"" Fatih: ""Ressamım var. Ama... bakayım. Kendi yüzümü bu kadar küçük görmemiştim.""","Tolga: ""Commemorative photo?"" Mehmed: ""I have a painter. But... let me see. I've never seen my face so small.""",eşya
REACT_FATIH_TAPE,,SPK_FATIH,,0,"""Yapışıyor, kopuyor, yine yapışıyor. Her mühendisin rüyası. Kaç tane var?""","""It sticks, it tears, it sticks again. Every engineer's dream. How much do you have?""",eşya
REACT_FATIH_THERMOS,,SPK_FATIH,,0,"""Sıcağı saklayan bir kap. İlginç. Tadı ise... Sizin zamanınızda bunu herkes mi içiyor?""","""A vessel that keeps its heat. Curious. And the taste... Does everyone in your time drink this?""",eşya
REACT_FISHMONGER_BOOK,,SPK_FISHMONGER,[excited],0,"Balık resmi var mı? Yok mu? Kitap mı bu, çarşı mı? Hangi kitapta balık yok ki!",Any fish in it? No? Is it a book or a market? What kind of book has no fish!,eşya
REACT_FISHMONGER_CHICKPEAS,,SPK_FISHMONGER,,0,Leblebi! Balıkla leblebi mi? ...Denedim. Olmuyor. Ayrı ayrı güzel.,Chickpeas! Fish with chickpeas? ...Tried it. Doesn't work. Good separately.,eşya
REACT_FISHMONGER_COLOGNE,,SPK_FISHMONGER,[shouting],0,(Ellerine döker) Balık kokusu gitti! Üç kuşaktır gitmiyordu! Ne büyü bu!,(Splashes his hands) The fish smell is gone! It's been there three generations! What sorcery!,eşya
REACT_FISHMONGER_CUBE,,SPK_FISHMONGER,,0,"Renkli bir kutu. Çevir çevir... balık gibi kayıyor elimden. Al, sen tut.","A colourful box. Turn it, turn it... slips out of my hands like a fish. Here, you hold it.",eşya
REACT_FISHMONGER_LIGHTER,,SPK_FISHMONGER,[excited],0,"Ateş mi? Balık ızgarası için mi? Şimdi mi? Gel, istavrit var!","Fire? For grilling fish? Now? Come on, I've got mackerel!",eşya
REACT_FISHMONGER_PHONE,,SPK_FISHMONGER,[shouting],0,Işıklı balık mı bu? Kaça? Taze mi? Taze değilse ışıldamazdı! TAZE IŞIKLI BALIK!,Is that a glowing fish? How much? Fresh? It wouldn't glow if it weren't! FRESH GLOWING FISH!,eşya
REACT_FISHMONGER_POWERBANK,,SPK_FISHMONGER,[excited],0,"Ağır bir kutu. Buz mu var içinde? Yok mu? Balık bozulur, dostum, buz getir!","A heavy box. Ice inside? No? The fish'll spoil, friend, bring ice!",eşya
REACT_FISHMONGER_SELFIE,,SPK_FISHMONGER,[shouting],0,Resmimi mi yaptın? Balığı da kadraja al! Balıksız balıkçı olmaz!,Did you paint me? Get the fish in too! A fishmonger without fish is nothing!,eşya
REACT_FISHMONGER_TAPE,,SPK_FISHMONGER,[shouting],0,Bant mı? Delik ağı bununla yamarım! (Yamar) ...Tuttu! Balıklar şaşıracak!,Tape? I'll patch my torn net with it! (Patches) ...It holds! The fish will be amazed!,eşya
REACT_FISHMONGER_THERMOS,,SPK_FISHMONGER,[shouting],0,Çay! Sabahın dördünden beri bağırıyorum. (İçer) ...Sesim geri geldi! TAZE BALIK!,Tea! I've been shouting since four this morning. (Drinks) ...My voice is back! FRESH FISH!,eşya
REACT_GIUST_BOOK,,SPK_GIUST,,0,"Tolga 29 Mayıs sayfasını gösterir. Giustiniani: ""Adım yazıyor mu? ...Yazıyor mu?""","Tolga shows the page for 29 May. Giustiniani: ""Is my name in there? ...Is it?""",eşya
REACT_GIUST_CHICKPEAS,,SPK_GIUST,,0,"""Cenova'da bunu satarız. Yüzde kaç komisyon?""","""We could sell these in Genoa. What's your commission?""",eşya
REACT_GIUST_COLOGNE,,SPK_GIUST,,0,"""Cenovalılar da güzel koku sever. Bir şişesi ne kadar?""","""Genoese appreciate a fine scent too. What's it cost per bottle?""",eşya
REACT_GIUST_CUBE,,SPK_GIUST,,0,"""Oyun. Askerlerim bununla oyalanırsa nöbette uyumazlar. Otuz tane isterim.""","""A game. If my men fiddle with these, they won't doze on watch. I'll take thirty.""",eşya
REACT_GIUST_LIGHTER,,SPK_GIUST,,0,"""Kaç tane var? Yüz tane getirirsen sözleşme yaparız.""","""How many do you have? Bring me a hundred and we'll draw up a contract.""",eşya
REACT_GIUST_PHONE,,SPK_GIUST,,0,"""Parlak, pahalı görünüyor. Kaç duka? Satmayacaksan konuşmayalım.""","""Shiny. Looks expensive. How many ducats? If it's not for sale, we're done.""",eşya
REACT_GIUST_POWERBANK,,SPK_GIUST,,0,"""Ağır, tuhaf bir taş. Gemi safrası olarak iş görür.""","""Heavy, strange stone. Would make decent ballast.""",eşya
REACT_GIUST_SELFIE,,SPK_GIUST,,0,"""Resmimi yapıyorsan ücret var.""","""If you're making my portrait, there's a fee.""",eşya
REACT_GIUST_TAPE,,SPK_GIUST,,0,"""Sözleşme mühürlerini bununla yapıştırırsan kimse açamaz. Güzel.""","""Seal a contract with this and nobody's opening it. Nice.""",eşya
REACT_GIUST_THERMOS,,SPK_GIUST,,0,"""Sıcak ve kapalı. Cenova'ya ihraç ederim. İhraç hakkı kimde?""","""Hot, and sealed. I'd export this to Genoa. Who holds the rights?""",eşya
REACT_GUARDS_BOOK,,SPK_HASAN,,0,"Hasan: ""Resimli kitap! Bizi de çizmişler mi?"" Hüseyin: ""Bak, yeniçeri. Hangisi sensin?"" Hasan: ""Soldaki."" Hüseyin: ""Soldaki benim.""","Hasan: ""A picture book! Did they draw us?"" Hüseyin: ""Look, Janissaries. Which one's you?"" Hasan: ""Left."" Hüseyin: ""Left is me.""",eşya
REACT_GUARDS_CHICKPEAS,,SPK_HASAN,,0,"Hasan (yer): ""Nohut ama kuru. Ama güzel."" Hüseyin: ""Bana da uzat. ...Casus böyle güzel şey getirmez.""","Hasan (munching): ""Chickpeas, but dry. But good."" Hüseyin: ""Pass them over. ...Spies don't bring snacks this nice.""",eşya
REACT_GUARDS_COLOGNE,,SPK_HASAN,,0,"Hasan: ""Limon mu? Limondan su mu olur?"" Hüseyin (ellerini uzatır): ""Bir daha.""","Hasan: ""Lemon? You can make water out of lemons?"" Hüseyin (holding out his hands): ""Again.""",eşya
REACT_GUARDS_CUBE,,SPK_HASAN,,0,"İkisi küpü kapar. ""Sen çevir."" ""Hayır sen."" Küp giderek daha çok karışır.","They both grab it. ""You turn it."" ""No, you."" The cube gets progressively worse.",eşya
REACT_GUARDS_LIGHTER,,SPK_HASAN,,0,"Hasan: ""Büyücü!"" Hüseyin: ""Büyücü değil, çakmaktaşı bu. Sadece küçük ve hızlı.""","Hasan: ""Sorcerer!"" Hüseyin: ""It's flint, you dolt. Just small and quick.""",eşya
REACT_GUARDS_PHONE,,SPK_HASAN,,0,"Hasan: ""İçinde minik adam var!"" Hüseyin: ""Minik adam değil, minik Hasan."" Hasan: ""Hasan benim!""","Hasan: ""There's a tiny man inside!"" Hüseyin: ""Not a tiny man. A tiny Hasan."" Hasan: ""I'm Hasan!""",eşya
REACT_GUARDS_POWERBANK,,SPK_HASAN,,0,"Hasan: ""Bu taş sıcak!"" Hüseyin: ""Kutsal olabilir. Dokunma."" Hasan: ""Dokundum.""","Hasan: ""This stone is warm!"" Hüseyin: ""Could be holy. Don't touch it."" Hasan: ""Touched it.""",eşya
REACT_GUARDS_SELFIE,,SPK_HASAN,,0,"Tolga fotoğraf çeker. Hasan: ""Ruhumu mu aldın?"" Hüseyin: ""Senin ruhun yok ki Hasan."" Hasan: ""Ben Hüseyin'im!""","Tolga takes a photo. Hasan: ""Did you steal my soul?"" Hüseyin: ""You haven't got one, Hasan."" Hasan: ""I'm Hüseyin!""",eşya
REACT_GUARDS_TAPE,,SPK_HASAN,,0,"Hüseyin: ""Bununla ne bağlanır?"" Tolga: ""Her şey."" Hasan: ""Beni bağlama.""","Hüseyin: ""What does it tie?"" Tolga: ""Everything."" Hasan: ""Don't tie me.""",eşya
REACT_GUARDS_THERMOS,,SPK_HASAN,,0,"İkisi birden: ""Bu ne, otlu sıcak su mu?"" (Bir yudum. Uzun bir sessizlik.) ""...Beş dakika mola.""","Both: ""What's this, hot leaf water?"" (A sip. A long silence.) ""...Five minute break.""",eşya
REACT_HIKMET_BOOK,,SPK_HIKMET,,0,"""Aç bak, sayfa 88'de Fatih'e bıyık çizmişsin. Zaten bıyığı vardı. İkinci bir bıyık çizmişsin.""","""Look at page 88. You drew a moustache on the Sultan. He already had one. You gave him a spare.""",eşya
REACT_HIKMET_CHICKPEAS,,SPK_HIKMET,,0,"""Onu yeme, o benim gece leblebim. ...Tamam al. Diplomasi için.""","""Don't touch those, that's my midnight snack. ...Fine. For diplomacy.""",eşya
REACT_HIKMET_COLOGNE,,SPK_HIKMET,,0,"""Limon kolonyası. Bizim milletin diplomatik dokunulmazlığı budur.""","""Lemon cologne. It's the closest thing we have to diplomatic immunity.""",eşya
REACT_HIKMET_CUBE,,SPK_HIKMET,,0,"""Onu 1987'den beri çözemedim. Belki geçmişte biri çözer.""","""Haven't solved it since 1987. Maybe someone in the past can.""",eşya
REACT_HIKMET_LIGHTER,,SPK_HIKMET,,0,"""Al onu. İnsanlık ateşi bulmak için binlerce yıl uğraştı. Sen hazırını götür.""","""Take it. Mankind spent millennia discovering fire. You just bring the finished product.""",eşya
